Order_Date,Alloy_Type,Quantity,Revenue,Customer_ID,Region,Industry,Product_Code
2024-09-09,Alloy E (Nickel),108,3123.36,CUST-1057,Southern,Chemical,PROD-020
2024-09-09,Alloy A (Aluminum),605,9020.55,CUST-1065,Western,Electronics,PROD-011
2024-09-09,Alloy C (Copper),207,4649.22,CUST-1052,Western,Electronics,PROD-013
2024-09-09,Alloy A (Aluminum),87,1361.55,CUST-1019,Northeastern,Aerospace,PROD-011
2024-09-09,Alloy B (Steel),146,1251.22,CUST-1025,Western,Marine,PROD-017
2024-09-09,Alloy C (Copper),66,1415.7,CUST-1023,Western,Electronics,PROD-003
2024-09-09,Alloy A (Aluminum),69,1043.28,CUST-1036,Midwestern,Aerospace,PROD-016
2024-09-09,Alloy E (Nickel),126,3888.36,CUST-1001,Western,Aerospace,PROD-015
2024-09-09,Alloy C (Copper),74,1631.7,CUST-1021,Midwestern,Electronics,PROD-018
2024-09-09,Alloy B (Steel),175,1508.5,CUST-1023,Southern,Automotive,PROD-012
2024-09-09,Alloy C (Copper),1131,25470.12,CUST-1037,Southern,Construction,PROD-013
2024-09-09,Alloy A (Aluminum),484,7419.72,CUST-1056,Western,Aerospace,PROD-011
2024-09-09,Alloy E (Nickel),604,17479.76,CUST-1046,Western,Chemical,PROD-020
2024-09-09,Alloy D (Titanium),127,5764.53,CUST-1038,Southern,Aerospace,PROD-009
2024-09-09,Alloy A (Aluminum),78,1223.82,CUST-1048,Northeastern,Electronics,PROD-011
2024-09-09,Alloy D (Titanium),392,17518.48,CUST-1035,Midwestern,Marine,PROD-004
2024-09-09,Alloy B (Steel),539,4608.45,CUST-1019,Southern,Automotive,PROD-012
2024-09-10,Alloy A (Aluminum),81,1185.84,CUST-1008,Western,Electronics,PROD-011
2024-09-10,Alloy C (Copper),120,2647.2,CUST-1069,Midwestern,Electronics,PROD-008
2024-09-10,Alloy E (Nickel),188,5376.8,CUST-1033,Southern,Aerospace,PROD-005
2024-09-10,Alloy E (Nickel),280,8554.0,CUST-1014,Northeastern,Aerospace,PROD-020
2024-09-10,Alloy B (Steel),118,988.84,CUST-1036,Midwestern,Automotive,PROD-017
2024-09-10,Alloy A (Aluminum),93,1407.09,CUST-1076,Midwestern,Electronics,PROD-011
2024-09-10,Alloy C (Copper),192,4287.36,CUST-1054,Northeastern,Electronics,PROD-008
2024-09-10,Alloy D (Titanium),77,3384.92,CUST-1010,Southern,Aerospace,PROD-014
2024-09-10,Alloy C (Copper),74,1659.82,CUST-1059,Midwestern,Electronics,PROD-018
2024-09-10,Alloy C (Copper),103,2222.74,CUST-1018,Western,Electronics,PROD-018
2024-09-10,Alloy B (Steel),148,1305.36,CUST-1038,Southern,Marine,PROD-007
2024-09-10,Alloy E (Nickel),69,2125.89,CUST-1045,Southern,Aerospace,PROD-005
2024-09-10,Alloy B (Steel),166,1374.48,CUST-1049,Midwestern,Marine,PROD-012
2024-09-10,Alloy D (Titanium),141,6574.83,CUST-1046,Southern,Aerospace,PROD-009
2024-09-10,Alloy D (Titanium),710,32922.7,CUST-1058,Midwestern,Aerospace,PROD-014
2024-09-10,Alloy B (Steel),204,1795.2,CUST-1072,Northeastern,Construction,PROD-017
2024-09-10,Alloy A (Aluminum),81,1225.53,CUST-1071,Southern,Aerospace,PROD-016
2024-09-10,Alloy D (Titanium),69,3200.22,CUST-1020,Western,Aerospace,PROD-009
2024-09-10,Alloy B (Steel),275,2307.25,CUST-1030,Northeastern,Construction,PROD-002
2024-09-10,Alloy E (Nickel),153,4580.82,CUST-1078,Northeastern,Chemical,PROD-005
2024-09-10,Alloy D (Titanium),148,6510.52,CUST-1055,Western,Marine,PROD-009
2024-09-10,Alloy D (Titanium),68,3111.68,CUST-1061,Western,Aerospace,PROD-004
2024-09-10,Alloy C (Copper),252,5380.2,CUST-1046,Western,Construction,PROD-013
2024-09-10,Alloy C (Copper),84,1816.08,CUST-1032,Midwestern,Electronics,PROD-018
2024-09-10,Alloy B (Steel),220,1905.2,CUST-1024,Western,Automotive,PROD-012
2024-09-10,Alloy B (Steel),132,1118.04,CUST-1021,Southern,Automotive,PROD-017
2024-09-10,Alloy E (Nickel),168,4897.2,CUST-1037,Midwestern,Electronics,PROD-005
2024-09-10,Alloy D (Titanium),148,6926.4,CUST-1006,Southern,Marine,PROD-009
2024-09-11,Alloy D (Titanium),216,9497.52,CUST-1057,Midwestern,Marine,PROD-004
2024-09-11,Alloy A (Aluminum),206,2982.88,CUST-1007,Western,Aerospace,PROD-011
2024-09-11,Alloy A (Aluminum),124,1781.88,CUST-1005,Western,Electronics,PROD-001
2024-09-11,Alloy B (Steel),410,3587.5,CUST-1070,Northeastern,Automotive,PROD-017
2024-09-11,Alloy D (Titanium),529,23434.7,CUST-1054,Western,Marine,PROD-019
2024-09-11,Alloy D (Titanium),144,6209.28,CUST-1015,Southern,Marine,PROD-004
2024-09-11,Alloy E (Nickel),348,10217.28,CUST-1057,Midwestern,Electronics,PROD-010
2024-09-11,Alloy B (Steel),102,894.54,CUST-1060,Midwestern,Construction,PROD-007
2024-09-11,Alloy C (Copper),540,11858.4,CUST-1050,Southern,Electronics,PROD-003
2024-09-11,Alloy B (Steel),462,4116.42,CUST-1001,Southern,Construction,PROD-007
2024-09-11,Alloy E (Nickel),82,2345.2,CUST-1026,Southern,Chemical,PROD-005
2024-09-11,Alloy D (Titanium),280,12877.2,CUST-1078,Northeastern,Marine,PROD-009
2024-09-11,Alloy B (Steel),224,1874.88,CUST-1064,Western,Construction,PROD-002
2024-09-11,Alloy C (Copper),184,3987.28,CUST-1048,Northeastern,Electronics,PROD-003
2024-09-11,Alloy C (Copper),235,4963.2,CUST-1073,Midwestern,Construction,PROD-013
2024-09-11,Alloy A (Aluminum),108,1578.96,CUST-1023,Midwestern,Electronics,PROD-006
2024-09-11,Alloy E (Nickel),70,2138.5,CUST-1007,Midwestern,Chemical,PROD-020
2024-09-11,Alloy C (Copper),411,9111.87,CUST-1048,Southern,Construction,PROD-013
2024-09-11,Alloy E (Nickel),521,15843.61,CUST-1034,Midwestern,Aerospace,PROD-010
2024-09-11,Alloy D (Titanium),86,3685.1,CUST-1035,Northeastern,Marine,PROD-019
2024-09-11,Alloy B (Steel),98,812.42,CUST-1076,Western,Automotive,PROD-012
2024-09-11,Alloy E (Nickel),263,7850.55,CUST-1075,Southern,Chemical,PROD-015
2024-09-11,Alloy C (Copper),72,1593.36,CUST-1011,Western,Construction,PROD-008
2024-09-11,Alloy E (Nickel),149,4277.79,CUST-1039,Northeastern,Electronics,PROD-010
2024-09-11,Alloy C (Copper),160,3556.8,CUST-1025,Western,Electronics,PROD-018
2024-09-11,Alloy B (Steel),84,737.52,CUST-1046,Southern,Construction,PROD-017
2024-09-11,Alloy D (Titanium),156,7127.64,CUST-1038,Western,Marine,PROD-019
2024-09-11,Alloy C (Copper),321,7183.98,CUST-1038,Northeastern,Electronics,PROD-008
2024-09-11,Alloy E (Nickel),989,30945.81,CUST-1078,Northeastern,Electronics,PROD-010
2024-09-11,Alloy E (Nickel),175,5043.5,CUST-1072,Northeastern,Chemical,PROD-010
2024-09-11,Alloy A (Aluminum),494,7444.58,CUST-1035,Midwestern,Electronics,PROD-011
2024-09-11,Alloy B (Steel),292,2467.4,CUST-1061,Southern,Marine,PROD-017
2024-09-12,Alloy E (Nickel),131,4078.03,CUST-1071,Western,Electronics,PROD-005
2024-09-12,Alloy C (Copper),225,4709.25,CUST-1031,Western,Electronics,PROD-013
2024-09-12,Alloy D (Titanium),90,3956.4,CUST-1075,Northeastern,Marine,PROD-019
2024-09-12,Alloy C (Copper),176,3773.44,CUST-1056,Northeastern,Construction,PROD-003
2024-09-12,Alloy A (Aluminum),198,2908.62,CUST-1060,Northeastern,Automotive,PROD-001
2024-09-12,Alloy D (Titanium),198,9244.62,CUST-1071,Southern,Aerospace,PROD-019
2024-09-12,Alloy D (Titanium),76,3269.52,CUST-1042,Northeastern,Aerospace,PROD-019
2024-09-12,Alloy E (Nickel),175,5141.5,CUST-1060,Northeastern,Aerospace,PROD-010
2024-09-12,Alloy A (Aluminum),381,5448.3,CUST-1027,Western,Aerospace,PROD-016
2024-09-12,Alloy D (Titanium),156,6812.52,CUST-1074,Midwestern,Marine,PROD-019
2024-09-12,Alloy A (Aluminum),218,3398.62,CUST-1017,Western,Automotive,PROD-011
2024-09-12,Alloy B (Steel),278,2401.92,CUST-1026,Southern,Construction,PROD-012
2024-09-12,Alloy C (Copper),151,3350.69,CUST-1036,Western,Electronics,PROD-003
2024-09-12,Alloy A (Aluminum),266,4133.64,CUST-1011,Southern,Aerospace,PROD-011
2024-09-12,Alloy B (Steel),182,1554.28,CUST-1057,Western,Construction,PROD-017
2024-09-13,Alloy C (Copper),176,3916.0,CUST-1024,Western,Construction,PROD-013
2024-09-13,Alloy C (Copper),120,2704.8,CUST-1071,Western,Construction,PROD-013
2024-09-13,Alloy E (Nickel),372,10832.64,CUST-1064,Western,Chemical,PROD-010
2024-09-13,Alloy C (Copper),421,9400.93,CUST-1080,Western,Construction,PROD-013
2024-09-13,Alloy B (Steel),154,1252.02,CUST-1007,Northeastern,Marine,PROD-012
2024-09-13,Alloy A (Aluminum),118,1851.42,CUST-1043,Northeastern,Automotive,PROD-006
2024-09-13,Alloy B (Steel),265,2286.95,CUST-1020,Midwestern,Automotive,PROD-007
2024-09-13,Alloy B (Steel),68,586.16,CUST-1045,Midwestern,Automotive,PROD-017
2024-09-13,Alloy A (Aluminum),86,1282.26,CUST-1050,Western,Automotive,PROD-006
2024-09-13,Alloy B (Steel),246,2073.78,CUST-1077,Western,Automotive,PROD-002
2024-09-13,Alloy A (Aluminum),190,2975.4,CUST-1061,Midwestern,Automotive,PROD-001
2024-09-13,Alloy B (Steel),108,876.96,CUST-1071,Midwestern,Construction,PROD-017
2024-09-13,Alloy A (Aluminum),67,1000.31,CUST-1005,Northeastern,Automotive,PROD-001
2024-09-13,Alloy D (Titanium),475,20890.5,CUST-1013,Western,Marine,PROD-014
2024-09-13,Alloy C (Copper),163,3608.82,CUST-1072,Midwestern,Electronics,PROD-008
2024-09-13,Alloy D (Titanium),271,11753.27,CUST-1031,Midwestern,Aerospace,PROD-019
2024-09-13,Alloy C (Copper),170,3813.1,CUST-1031,Southern,Electronics,PROD-003
2024-09-13,Alloy A (Aluminum),486,7173.36,CUST-1051,Northeastern,Aerospace,PROD-016
2024-09-13,Alloy B (Steel),63,534.24,CUST-1064,Midwestern,Automotive,PROD-012
2024-09-13,Alloy A (Aluminum),435,6503.25,CUST-1037,Southern,Automotive,PROD-001
2024-09-13,Alloy E (Nickel),121,3588.86,CUST-1009,Southern,Aerospace,PROD-010
2024-09-13,Alloy D (Titanium),434,18696.72,CUST-1006,Western,Aerospace,PROD-019
2024-09-13,Alloy B (Steel),745,6056.85,CUST-1015,Southern,Automotive,PROD-012
2024-09-13,Alloy A (Aluminum),490,7188.3,CUST-1034,Southern,Aerospace,PROD-016
2024-09-13,Alloy E (Nickel),161,4936.26,CUST-1056,Southern,Electronics,PROD-015
2024-09-13,Alloy A (Aluminum),278,3978.18,CUST-1080,Midwestern,Automotive,PROD-011
2024-09-13,Alloy A (Aluminum),163,2490.64,CUST-1008,Midwestern,Electronics,PROD-011
2024-09-13,Alloy D (Titanium),264,12035.76,CUST-1003,Midwestern,Aerospace,PROD-014
2024-09-13,Alloy E (Nickel),337,10399.82,CUST-1037,Southern,Chemical,PROD-010
2024-09-13,Alloy C (Copper),314,7215.72,CUST-1068,Midwestern,Construction,PROD-013
2024-09-13,Alloy C (Copper),515,10969.5,CUST-1027,Northeastern,Construction,PROD-003
2024-09-13,Alloy E (Nickel),646,18417.46,CUST-1042,Western,Electronics,PROD-005
2024-09-14,Alloy D (Titanium),16,724.96,CUST-1044,Midwestern,Aerospace,PROD-019
2024-09-14,Alloy D (Titanium),18,789.48,CUST-1077,Western,Marine,PROD-014
2024-09-14,Alloy C (Copper),22,497.42,CUST-1048,Southern,Electronics,PROD-003
2024-09-14,Alloy C (Copper),54,1234.44,CUST-1010,Northeastern,Electronics,PROD-008
2024-09-14,Alloy E (Nickel),26,804.18,CUST-1078,Northeastern,Electronics,PROD-005
2024-09-14,Alloy C (Copper),34,781.66,CUST-1062,Northeastern,Construction,PROD-003
2024-09-14,Alloy E (Nickel),28,866.32,CUST-1028,Southern,Electronics,PROD-020
2024-09-14,Alloy C (Copper),29,668.74,CUST-1038,Northeastern,Electronics,PROD-008
2024-09-14,Alloy E (Nickel),52,1497.08,CUST-1050,Northeastern,Aerospace,PROD-010
2024-09-14,Alloy B (Steel),79,640.69,CUST-1017,Southern,Automotive,PROD-007
2024-09-14,Alloy B (Steel),68,552.84,CUST-1004,Midwestern,Marine,PROD-002
2024-09-14,Alloy E (Nickel),41,1214.83,CUST-1047,Southern,Electronics,PROD-020
2024-09-14,Alloy D (Titanium),31,1422.9,CUST-1077,Midwestern,Marine,PROD-009
2024-09-14,Alloy B (Steel),59,524.51,CUST-1067,Western,Marine,PROD-002
2024-09-14,Alloy C (Copper),36,771.48,CUST-1063,Midwestern,Construction,PROD-013
2024-09-14,Alloy D (Titanium),37,1741.96,CUST-1003,Southern,Marine,PROD-009
2024-09-14,Alloy C (Copper),51,1154.13,CUST-1035,Northeastern,Electronics,PROD-013
2024-09-14,Alloy C (Copper),25,533.75,CUST-1027,Western,Construction,PROD-013
2024-09-14,Alloy B (Steel),31,260.09,CUST-1014,Midwestern,Automotive,PROD-007
2024-09-14,Alloy C (Copper),17,380.46,CUST-1068,Midwestern,Electronics,PROD-013
2024-09-14,Alloy D (Titanium),38,1776.12,CUST-1045,Western,Marine,PROD-014
2024-09-14,Alloy A (Aluminum),41,614.59,CUST-1072,Southern,Automotive,PROD-001
2024-09-15,Alloy C (Copper),15,322.95,CUST-1018,Northeastern,Construction,PROD-013
2024-09-15,Alloy A (Aluminum),183,2671.8,CUST-1019,Southern,Automotive,PROD-016
2024-09-15,Alloy E (Nickel),78,2417.22,CUST-1020,Southern,Electronics,PROD-010
2024-09-15,Alloy C (Copper),42,959.28,CUST-1034,Northeastern,Construction,PROD-008
2024-09-15,Alloy B (Steel),34,284.58,CUST-1037,Southern,Automotive,PROD-002
2024-09-15,Alloy B (Steel),108,949.32,CUST-1055,Southern,Construction,PROD-007
2024-09-15,Alloy B (Steel),40,352.4,CUST-1001,Northeastern,Marine,PROD-007
2024-09-15,Alloy A (Aluminum),51,734.91,CUST-1015,Southern,Electronics,PROD-001
2024-09-15,Alloy B (Steel),22,192.5,CUST-1019,Northeastern,Automotive,PROD-002
2024-09-15,Alloy B (Steel),26,225.68,CUST-1038,Western,Automotive,PROD-017
2024-09-15,Alloy A (Aluminum),130,1856.4,CUST-1010,Western,Automotive,PROD-006
2024-09-15,Alloy C (Copper),62,1425.38,CUST-1015,Midwestern,Electronics,PROD-008
2024-09-15,Alloy E (Nickel),54,1583.28,CUST-1057,Midwestern,Chemical,PROD-015
2024-09-15,Alloy D (Titanium),74,3242.68,CUST-1062,Southern,Aerospace,PROD-009
2024-09-15,Alloy E (Nickel),19,579.88,CUST-1042,Southern,Chemical,PROD-020
2024-09-15,Alloy B (Steel),45,385.65,CUST-1032,Southern,Construction,PROD-002
2024-09-15,Alloy C (Copper),49,1074.57,CUST-1036,Southern,Electronics,PROD-008
2024-09-15,Alloy A (Aluminum),16,247.84,CUST-1024,Midwestern,Automotive,PROD-016
2024-09-16,Alloy E (Nickel),164,5138.12,CUST-1058,Northeastern,Chemical,PROD-010
2024-09-16,Alloy E (Nickel),168,4813.2,CUST-1074,Northeastern,Chemical,PROD-015
2024-09-16,Alloy A (Aluminum),238,3539.06,CUST-1028,Southern,Automotive,PROD-006
2024-09-16,Alloy C (Copper),103,2211.41,CUST-1048,Southern,Electronics,PROD-018
2024-09-16,Alloy C (Copper),255,5459.55,CUST-1010,Southern,Construction,PROD-013
2024-09-16,Alloy C (Copper),124,2680.88,CUST-1055,Northeastern,Electronics,PROD-008
2024-09-16,Alloy B (Steel),68,582.08,CUST-1020,Southern,Construction,PROD-012
2024-09-16,Alloy B (Steel),133,1159.76,CUST-1032,Midwestern,Automotive,PROD-007
2024-09-16,Alloy C (Copper),72,1640.88,CUST-1032,Midwestern,Electronics,PROD-003
2024-09-16,Alloy C (Copper),109,2352.22,CUST-1058,Northeastern,Electronics,PROD-003
2024-09-16,Alloy C (Copper),316,7068.92,CUST-1062,Northeastern,Electronics,PROD-018
2024-09-16,Alloy A (Aluminum),188,2853.84,CUST-1031,Midwestern,Electronics,PROD-001
2024-09-16,Alloy C (Copper),256,5496.32,CUST-1021,Southern,Construction,PROD-008
2024-09-16,Alloy B (Steel),231,1901.13,CUST-1072,Midwestern,Construction,PROD-007
2024-09-16,Alloy D (Titanium),72,3391.2,CUST-1009,Southern,Aerospace,PROD-014
2024-09-16,Alloy A (Aluminum),517,7734.32,CUST-1039,Northeastern,Automotive,PROD-006
2024-09-16,Alloy A (Aluminum),175,2740.5,CUST-1066,Midwestern,Automotive,PROD-001
2024-09-16,Alloy B (Steel),265,2358.5,CUST-1063,Southern,Construction,PROD-017
2024-09-17,Alloy D (Titanium),199,8927.14,CUST-1035,Southern,Marine,PROD-014
2024-09-17,Alloy A (Aluminum),314,4939.22,CUST-1011,Western,Electronics,PROD-011
2024-09-17,Alloy A (Aluminum),193,2904.65,CUST-1028,Midwestern,Electronics,PROD-006
2024-09-17,Alloy B (Steel),99,841.5,CUST-1077,Northeastern,Marine,PROD-012
2024-09-17,Alloy A (Aluminum),70,1022.0,CUST-1012,Northeastern,Aerospace,PROD-001
2024-09-17,Alloy A (Aluminum),265,3784.2,CUST-1008,Midwestern,Electronics,PROD-016
2024-09-17,Alloy C (Copper),119,2587.06,CUST-1004,Northeastern,Construction,PROD-013
2024-09-17,Alloy B (Steel),152,1305.68,CUST-1056,Southern,Construction,PROD-017
2024-09-17,Alloy D (Titanium),77,3575.11,CUST-1070,Northeastern,Aerospace,PROD-014
2024-09-17,Alloy A (Aluminum),139,2004.38,CUST-1049,Northeastern,Automotive,PROD-011
2024-09-17,Alloy C (Copper),302,6858.42,CUST-1040,Western,Construction,PROD-008
2024-09-17,Alloy E (Nickel),216,6687.36,CUST-1018,Southern,Aerospace,PROD-010
2024-09-17,Alloy D (Titanium),367,15997.53,CUST-1050,Northeastern,Marine,PROD-019
2024-09-17,Alloy A (Aluminum),62,884.74,CUST-1036,Midwestern,Aerospace,PROD-001
2024-09-17,Alloy A (Aluminum),214,3244.24,CUST-1038,Midwestern,Electronics,PROD-011
2024-09-17,Alloy A (Aluminum),259,3838.38,CUST-1054,Western,Automotive,PROD-011
2024-09-17,Alloy A (Aluminum),74,1124.06,CUST-1043,Western,Automotive,PROD-001
2024-09-17,Alloy C (Copper),148,3291.52,CUST-1021,Southern,Electronics,PROD-003
2024-09-17,Alloy A (Aluminum),216,3129.84,CUST-1061,Southern,Electronics,PROD-011
2024-09-17,Alloy A (Aluminum),210,3294.9,CUST-1063,Western,Aerospace,PROD-001
2024-09-17,Alloy C (Copper),145,3127.65,CUST-1070,Southern,Electronics,PROD-008
2024-09-17,Alloy C (Copper),188,4151.04,CUST-1030,Southern,Electronics,PROD-008
2024-09-17,Alloy C (Copper),136,2851.92,CUST-1025,Southern,Electronics,PROD-018
2024-09-17,Alloy A (Aluminum),70,1089.9,CUST-1014,Southern,Automotive,PROD-001
2024-09-17,Alloy A (Aluminum),78,1170.78,CUST-1070,Northeastern,Electronics,PROD-016
2024-09-17,Alloy D (Titanium),98,4375.7,CUST-1075,Northeastern,Aerospace,PROD-004
2024-09-17,Alloy D (Titanium),271,12159.77,CUST-1016,Western,Marine,PROD-009
2024-09-17,Alloy C (Copper),100,2122.0,CUST-1030,Southern,Construction,PROD-013
2024-09-17,Alloy C (Copper),66,1523.94,CUST-1028,Southern,Construction,PROD-013
2024-09-17,Alloy D (Titanium),168,7286.16,CUST-1034,Western,Marine,PROD-009
2024-09-17,Alloy A (Aluminum),592,8684.64,CUST-1035,Western,Electronics,PROD-006
2024-09-17,Alloy D (Titanium),87,3757.53,CUST-1066,Midwestern,Aerospace,PROD-014
2024-09-18,Alloy D (Titanium),81,3807.0,CUST-1014,Midwestern,Marine,PROD-009
2024-09-18,Alloy C (Copper),90,1900.8,CUST-1031,Western,Electronics,PROD-013
2024-09-18,Alloy A (Aluminum),100,1463.0,CUST-1031,Northeastern,Automotive,PROD-006
2024-09-18,Alloy C (Copper),207,4533.3,CUST-1071,Southern,Construction,PROD-003
2024-09-18,Alloy A (Aluminum),787,11466.59,CUST-1065,Northeastern,Aerospace,PROD-011
2024-09-18,Alloy E (Nickel),598,18340.66,CUST-1047,Midwestern,Aerospace,PROD-005
2024-09-18,Alloy E (Nickel),91,2826.46,CUST-1041,Northeastern,Electronics,PROD-020
2024-09-18,Alloy D (Titanium),91,3998.54,CUST-1075,Midwestern,Aerospace,PROD-014
2024-09-18,Alloy A (Aluminum),172,2473.36,CUST-1004,Midwestern,Automotive,PROD-001
2024-09-18,Alloy A (Aluminum),323,4628.59,CUST-1036,Western,Electronics,PROD-001
2024-09-18,Alloy B (Steel),235,2011.6,CUST-1076,Northeastern,Automotive,PROD-012
2024-09-18,Alloy C (Copper),109,2289.0,CUST-1073,Western,Construction,PROD-018
2024-09-18,Alloy D (Titanium),131,5808.54,CUST-1049,Midwestern,Marine,PROD-004
2024-09-18,Alloy E (Nickel),104,3025.36,CUST-1006,Western,Aerospace,PROD-015
2024-09-18,Alloy E (Nickel),90,2640.6,CUST-1026,Western,Aerospace,PROD-015
2024-09-18,Alloy E (Nickel),238,7425.6,CUST-1066,Northeastern,Chemical,PROD-015
2024-09-18,Alloy B (Steel),149,1281.4,CUST-1062,Southern,Marine,PROD-002
2024-09-18,Alloy C (Copper),168,3815.28,CUST-1065,Midwestern,Construction,PROD-013
2024-09-18,Alloy D (Titanium),84,3940.44,CUST-1056,Midwestern,Aerospace,PROD-019
2024-09-18,Alloy A (Aluminum),550,8052.0,CUST-1046,Southern,Aerospace,PROD-011
2024-09-18,Alloy B (Steel),161,1368.5,CUST-1064,Southern,Construction,PROD-007
2024-09-18,Alloy D (Titanium),588,27100.92,CUST-1048,Midwestern,Marine,PROD-009
2024-09-18,Alloy A (Aluminum),62,885.98,CUST-1014,Southern,Automotive,PROD-006
2024-09-18,Alloy B (Steel),247,2119.26,CUST-1066,Southern,Marine,PROD-002
2024-09-19,Alloy E (Nickel),1104,32292.0,CUST-1001,Southern,Chemical,PROD-015
2024-09-19,Alloy A (Aluminum),78,1169.22,CUST-1078,Midwestern,Aerospace,PROD-001
2024-09-19,Alloy D (Titanium),217,9942.94,CUST-1076,Northeastern,Aerospace,PROD-019
2024-09-19,Alloy A (Aluminum),97,1451.12,CUST-1019,Midwestern,Automotive,PROD-006
2024-09-19,Alloy A (Aluminum),296,4395.6,CUST-1027,Midwestern,Aerospace,PROD-001
2024-09-19,Alloy E (Nickel),248,7390.4,CUST-1060,Northeastern,Aerospace,PROD-010
2024-09-19,Alloy C (Copper),616,14124.88,CUST-1013,Midwestern,Electronics,PROD-018
2024-09-19,Alloy B (Steel),84,687.96,CUST-1026,Southern,Automotive,PROD-007
2024-09-19,Alloy D (Titanium),169,7442.76,CUST-1078,Northeastern,Aerospace,PROD-009
2024-09-19,Alloy B (Steel),490,4253.2,CUST-1065,Midwestern,Automotive,PROD-002
2024-09-19,Alloy D (Titanium),237,10143.6,CUST-1077,Southern,Marine,PROD-009
2024-09-19,Alloy B (Steel),230,2014.8,CUST-1072,Western,Automotive,PROD-012
2024-09-19,Alloy D (Titanium),152,6716.88,CUST-1057,Southern,Marine,PROD-019
2024-09-19,Alloy D (Titanium),467,20230.44,CUST-1036,Midwestern,Marine,PROD-004
2024-09-19,Alloy C (Copper),150,3333.0,CUST-1024,Southern,Construction,PROD-018
2024-09-19,Alloy C (Copper),1020,22297.2,CUST-1027,Northeastern,Electronics,PROD-018
2024-09-19,Alloy D (Titanium),403,18896.67,CUST-1055,Western,Aerospace,PROD-009
2024-09-19,Alloy C (Copper),132,2942.28,CUST-1066,Northeastern,Electronics,PROD-018
2024-09-19,Alloy E (Nickel),96,2794.56,CUST-1043,Midwestern,Electronics,PROD-005
2024-09-19,Alloy B (Steel),1284,10939.68,CUST-1005,Western,Automotive,PROD-002
2024-09-19,Alloy A (Aluminum),269,4217.92,CUST-1008,Northeastern,Automotive,PROD-006
2024-09-19,Alloy B (Steel),194,1709.14,CUST-1038,Northeastern,Automotive,PROD-012
2024-09-19,Alloy C (Copper),258,5456.7,CUST-1005,Southern,Electronics,PROD-003
2024-09-19,Alloy C (Copper),147,3267.81,CUST-1043,Northeastern,Electronics,PROD-003
2024-09-19,Alloy B (Steel),98,874.16,CUST-1041,Midwestern,Construction,PROD-007
2024-09-19,Alloy E (Nickel),84,2577.96,CUST-1046,Western,Electronics,PROD-010
2024-09-19,Alloy A (Aluminum),82,1276.74,CUST-1012,Southern,Electronics,PROD-011
2024-09-19,Alloy A (Aluminum),100,1459.0,CUST-1061,Southern,Automotive,PROD-011
2024-09-19,Alloy A (Aluminum),577,8539.6,CUST-1066,Northeastern,Electronics,PROD-001
2024-09-20,Alloy A (Aluminum),125,1792.5,CUST-1038,Southern,Electronics,PROD-016
2024-09-20,Alloy E (Nickel),263,8281.87,CUST-1005,Southern,Electronics,PROD-010
2024-09-20,Alloy A (Aluminum),119,1805.23,CUST-1056,Southern,Electronics,PROD-011
2024-09-20,Alloy C (Copper),85,1943.1,CUST-1025,Western,Construction,PROD-003
2024-09-20,Alloy C (Copper),306,6517.8,CUST-1047,Southern,Electronics,PROD-003
2024-09-20,Alloy B (Steel),184,1556.64,CUST-1044,Southern,Construction,PROD-012
2024-09-20,Alloy A (Aluminum),87,1323.27,CUST-1074,Western,Automotive,PROD-001
2024-09-20,Alloy C (Copper),553,11933.74,CUST-1042,Northeastern,Electronics,PROD-008
2024-09-20,Alloy D (Titanium),88,3776.08,CUST-1056,Western,Marine,PROD-004
2024-09-20,Alloy A (Aluminum),708,11016.48,CUST-1040,Midwestern,Electronics,PROD-001
2024-09-20,Alloy E (Nickel),252,7229.88,CUST-1065,Southern,Electronics,PROD-005
2024-09-20,Alloy E (Nickel),137,4205.9,CUST-1020,Northeastern,Chemical,PROD-005
2024-09-20,Alloy A (Aluminum),120,1834.8,CUST-1038,Midwestern,Electronics,PROD-016
2024-09-20,Alloy B (Steel),390,3174.6,CUST-1014,Western,Automotive,PROD-002
2024-09-20,Alloy E (Nickel),536,16433.76,CUST-1069,Southern,Aerospace,PROD-010
2024-09-20,Alloy C (Copper),232,5345.28,CUST-1014,Western,Construction,PROD-018
2024-09-20,Alloy B (Steel),87,771.69,CUST-1058,Western,Marine,PROD-007
2024-09-20,Alloy A (Aluminum),146,2190.0,CUST-1075,Southern,Automotive,PROD-011
2024-09-20,Alloy B (Steel),539,4511.43,CUST-1004,Northeastern,Construction,PROD-017
2024-09-20,Alloy C (Copper),380,8352.4,CUST-1004,Northeastern,Electronics,PROD-013
2024-09-20,Alloy A (Aluminum),251,3795.12,CUST-1006,Southern,Automotive,PROD-006
2024-09-20,Alloy B (Steel),82,706.84,CUST-1035,Midwestern,Construction,PROD-017
2024-09-20,Alloy C (Copper),339,7274.94,CUST-1020,Western,Construction,PROD-013
2024-09-20,Alloy C (Copper),376,8512.64,CUST-1007,Midwestern,Construction,PROD-013
2024-09-20,Alloy B (Steel),274,2435.86,CUST-1080,Western,Marine,PROD-002
2024-09-20,Alloy D (Titanium),125,5502.5,CUST-1033,Western,Marine,PROD-019
2024-09-20,Alloy A (Aluminum),205,3005.3,CUST-1033,Western,Electronics,PROD-016
2024-09-20,Alloy D (Titanium),183,8544.27,CUST-1033,Western,Aerospace,PROD-014
